,hist_window,test_window,strategy,mean,vol,max_dd,abs_mean,DROP
98,330,2,"(3, 10, 30)",-0.17972203430019673,0.3237987531710601,-1.1253013473362814,0.17972203430019673,-1.7207086830272826
99,330,2,"(2, 3, 10, 30)",-0.1726783672988761,0.16973317917405772,-1.077220224255755,0.1726783672988761,-2.3232147458926584
100,360,2,"(2, 3)",-0.3907820994650939,2.1712887663895373,-14.054078585889817,0.3907820994650939,-26.727208081633343
101,360,2,"(2, 10)",-0.041836188629269744,0.8223083396248321,-2.538800431436944,0.041836188629269744,-6.0354854456970015
102,360,2,"(2, 30)",0.04879777665569507,1.540786430642992,-4.498305488444649,0.04879777665569507,-12.98621971857316
103,360,2,"(3, 10)",-0.06514320560064801,0.6050209010263212,-1.472314640618233,0.06514320560064801,-3.7915178068184736
104,360,2,"(3, 30)",-0.0008131663865976746,0.9281650012889705,-2.9922712883131126,0.0008131663865976746,-6.9636904520071425
105,360,2,"(2, 3, 10)",-0.09966031528176866,0.16533647128099804,-2.4820729242801525,0.09966031528176866,-3.6334679817744346
106,360,2,"(2, 3, 30)",-0.09610766159687134,0.5911317593806534,-7.257445489700553,0.09610766159687134,-10.658899044877083
107,360,2,"(2, 10, 30)",-0.18703780132970105,0.3747195772154509,-1.288797748111966,0.18703780132970105,-2.9920465739358217
108,360,2,"(3, 10, 30)",-0.17355023707877681,0.3262828697233743,-1.1234127988826343,0.17355023707877681,-1.7411649971302825
109,360,2,"(2, 3, 10, 30)",-0.16768091992990908,0.16261184622468516,-1.0807057156349982,0.16768091992990908,-2.357036201421735
110,390,2,"(2, 3)",-0.4142305893781155,2.1538343865757237,-13.814319499125876,0.4142305893781155,-26.596946277586675
111,390,2,"(2, 10)",-0.0441213160002194,0.8207168673716287,-2.7528725298559102,0.0441213160002194,-6.286712546320176
112,390,2,"(2, 30)",0.046990741240771405,1.538542802055717,-4.572909089350036,0.046990741240771405,-11.940876434310727
113,390,2,"(3, 10)",-0.06713771418311243,0.6024317156390362,-1.6615476478980868,0.06713771418311243,-4.091960427605265
114,390,2,"(3, 30)",-0.000566862060085882,0.9293627964419635,-3.012509398764962,0.000566862060085882,-6.827623976610573
115,390,2,"(2, 3, 10)",-0.0952424351069367,0.2629243355500985,-2.385403323342957,0.0952424351069367,-3.5758734035031043
116,390,2,"(2, 3, 30)",-0.09789850299297342,0.46734570050561774,-6.8611057442052,0.09789850299297342,-10.136466826419467
117,390,2,"(2, 10, 30)",-0.18686604916933036,0.3710549345472691,-1.3546948220088941,0.18686604916933036,-3.021330619962587
118,390,2,"(3, 10, 30)",-0.17228232357659579,0.32772587282609145,-1.1222714680699375,0.17228232357659579,-1.856921860745714
119,390,2,"(2, 3, 10, 30)",-0.1699566008837441,0.20101779105379114,-1.087912148534932,0.1699566008837441,-2.329021187512879
120,420,2,"(2, 3)",-0.47497749558404423,2.1700366881398834,-13.438203435516247,0.47497749558404423,-26.53542203687809
121,420,2,"(2, 10)",-0.049098573248986754,0.8177557352722822,-2.8940774400274316,0.049098573248986754,-6.16820365868329
122,420,2,"(2, 30)",0.03292112702019545,1.5217620261426317,-4.5698852247363355,0.03292112702019545,-10.004079185972625
123,420,2,"(3, 10)",-0.07536060779902692,0.593359959902898,-1.795957348050318,0.07536060779902692,-4.204183801856118
124,420,2,"(3, 30)",-0.019009870150723474,0.9090614822459244,-3.0790796556818396,0.019009870150723474,-7.8182630645151185
125,420,2,"(2, 3, 10)",-0.10540922627278224,0.29768145562384574,-1.9683042921452492,0.10540922627278224,-3.2186384236894607
126,420,2,"(2, 3, 30)",-0.1363979575712343,0.4283344083219697,-5.592601216818579,0.1363979575712343,-9.546037515876808
127,420,2,"(2, 10, 30)",-0.1837802776642667,0.3726503708415651,-1.534423157815489,0.1837802776642667,-3.0353235711061295
128,420,2,"(3, 10, 30)",-0.17194996827061393,0.3281574629280545,-1.1219412541947549,0.17194996827061393,-2.024502028842372
